EmployeeID,Age,Education,Gender,DistanceFromHome,MaritalStatus,NumCompaniesWorked,DepartmentType,JobRole,JobLevel,JobInvolvement,JobSatisfaction,JobMonthlyIncome,BusinessTravel,JobStockOptionLevel,JobRelationshipSatisfaction,WorkEnvironmentSatisfaction,JobPercentSalaryHike,JobPerformanceRating,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,Attrition
E0181,31,1,Female,12,Married,8,Research & Development,Research Scientist,1,3,4,3929,Travel_Rarely,1,3,3,23,4,3,7,4,2,0,2,0,No
E0182,34,2,Female,27,Single,2,Research & Development,Research Scientist,1,3,2,2311,Travel_Rarely,0,4,4,15,3,3,9,3,2,1,2,3,No
E0183,41,2,Female,20,Single,1,Sales,Sales Representative,1,3,2,3140,Travel_Rarely,0,4,2,22,4,,4,4,3,0,2,5,Yes
E0184,50,3,Male,1,Married,2,Research & Development,Laboratory Technician,1,2,3,3690,Travel_Rarely,1,4,3,15,3,2,5,3,2,0,2,2,No
E0185,53,2,Female,13,Divorced,1,Research & Development,Manufacturing Director,2,4,1,4450,Travel_Rarely,2,3,4,11,3,3,5,4,2,1,3,3,No
E0186,33,3,Female,14,Married,1,Research & Development,Research Scientist,1,3,2,2756,Travel_Rarely,1,4,4,13,3,3,8,8,7,1,6,5,No
E0187,40,1,Female,4,Married,1,Research & Development,Manager,5,3,3,19033,Travel_Rarely,1,2,4,14,3,3,21,20,8,9,9,2,No
E0188,55,4,Male,14,Single,8,Research & Development,Research Director,5,4,2,18722,Travel_Rarely,0,4,3,11,3,3,36,24,15,2,15,3,No
E0189,34,1,Male,2,Married,1,Research & Development,Manufacturing Director,2,2,3,9547,Travel_Frequently,0,3,4,17,3,2,10,10,9,1,9,2,No
E0190,51,3,Female,3,Single,3,Research & Development,Healthcare Representative,4,3,2,13734,Travel_Rarely,0,3,4,18,3,3,21,7,7,1,0,6,No
E0191,52,4,Male,1,Married,0,Research & Development,Manager,5,2,3,19999,Travel_Rarely,1,1,3,14,3,,34,33,18,11,9,5,No
E0192,27,3,Female,9,Single,1,Research & Development,Research Scientist,1,3,2,2279,Travel_Rarely,0,4,4,16,3,2,7,7,7,0,3,2,No
E0193,35,2,Male,23,Married,3,Research & Development,Manufacturing Director,2,2,3,5916,Travel_Rarely,0,1,2,13,3,3,8,1,0,0,1,1,Yes
E0194,43,3,Male,7,Divorced,4,Research & Development,Research Scientist,1,4,4,2089,Non-Travel,3,4,4,14,3,4,7,5,4,2,2,3,No
E0195,45,2,Male,2,Married,9,Research & Development,Manager,4,2,4,16792,Non-Travel,1,4,1,23,4,3,22,20,8,11,8,1,No
E0196,37,3,Male,21,Married,1,Research & Development,Research Scientist,1,4,1,3564,TF,1,1,2,12,3,2,8,8,7,1,7,3,No
E0197,35,3,Female,2,Single,5,Research & Development,Laboratory Technician,2,3,2,4425,Travel_Frequently,0,4,2,11,3,3,10,6,2,1,2,5,No
E0198,42,2,Female,21,Divorced,2,Research & Development,Manufacturing Director,2,3,,5265,Non-Travel,1,2,3,16,3,3,11,5,3,0,2,5,No
E0199,38,4,Male,2,Married,9,Research & Development,Manufacturing Director,2,3,3,6553,Travel_Rarely,0,2,4,14,3,3,14,1,0,0,0,3,No
E0200,38,3,Male,29,Married,3,Research & Development,Manufacturing Director,2,3,4,6261,Travel_Rarely,1,1,4,18,3,1,9,7,7,1,7,3,No
E0201,27,1,Male,,Married,5,Research & Development,Manufacturing Director,2,2,1,4298,Travel_Frequently,1,3,3,19,3,3,6,2,2,2,0,1,No
E0202,49,4,Male,18,Divorced,1,Research & Development,Manufacturing Director,2,3,4,6804,Non-Travel,2,1,4,15,3,3,7,7,7,1,7,0,No
E0203,34,4,Male,10,Divorced,1,Research & Development,Research Scientist,1,3,3,3815,Travel_Frequently,1,4,4,17,3,4,5,5,3,2,0,4,No
E0204,40,2,Male,19,Married,8,Research & Development,Laboratory Technician,2,3,4,2741,Travel_Rarely,1,3,3,15,3,4,15,7,2,3,7,2,No
E0205,38,1,Male,29,Married,7,Research & Development,Healthcare Representative,2,3,1,6673,Travel_Rarely,0,2,2,19,3,3,17,1,0,0,0,2,Yes
E0206,29,3,Female,27,Married,1,Sales,Sales Executive,3,3,4,7639,Travel_Rarely,3,4,2,22,4,2,10,10,4,1,9,3,Yes
E0207,22,3,Male,5,Divorced,1,Research & Development,Research Scientist,1,4,2,2328,Travel_Rarely,1,1,4,16,3,2,4,4,2,2,2,2,No
E0208,36,1,Female,18,Single,1,Research & Development,Laboratory Technician,1,3,4,2153,Travel_Frequently,0,1,2,13,3,3,8,8,1,1,7,2,No
E0209,40,5,Male,9,Married,9,Research & Development,Healthcare Representative,2,2,4,4876,Non-Travel,1,4,4,14,3,1,5,3,2,0,2,5,No
E0210,46,4,Male,1,Divorced,7,Research & Development,Healthcare Representative,3,3,1,9396,Travel_Rarely,1,3,4,16,3,3,17,4,2,0,3,3,No
E0211,32,4,Male,4,Married,1,Sales,Sales Executive,3,1,4,10400,Travel_Rarely,0,3,4,11,3,2,14,14,8,9,8,2,Yes
E0212,30,1,Male,1,Single,1,Research & Development,Manufacturing Director,3,2,3,8474,Non-Travel,0,,3,22,4,3,12,11,8,5,8,2,No
E0213,27,3,Female,20,Single,1,Sales,Sales Executive,2,3,3,9981,Travel_Frequently,0,4,4,14,3,3,7,7,7,0,7,2,No
E0214,51,4,Male,8,Married,5,Research & Development,Research Director,3,2,2,12490,Travel_Rarely,2,4,2,16,3,1,16,10,9,4,7,5,No
E0215,30,3,Female,,Single,5,Research & Development,Research Scientist,1,3,,2657,Travel_Rarely,0,3,4,11,3,3,8,5,2,0,4,5,Yes
E0216,41,3,Female,6,Single,3,Sales,Manager,3,3,4,13591,Travel_Rarely,0,3,4,18,3,3,16,1,0,0,0,3,No
E0217,30,4,Female,26,Single,5,Sales,Sales Executive,2,2,1,6696,Travel_Frequently,0,3,3,15,3,2,9,6,3,0,1,5,Yes
E0218,29,3,Male,1,Single,0,Research & Development,Research Scientist,1,3,3,2058,Travel_Rarely,0,4,3,14,3,2,7,6,2,1,5,1,Yes
E0219,45,3,Female,6,Single,6,Sales,Sales Executive,3,2,4,8865,Non-Travel,0,4,4,12,3,3,23,19,7,12,8,2,No
E0220,54,3,Female,3,Married,2,Sales,Sales Executive,2,3,1,5940,Travel_Rarely,1,4,4,14,3,3,16,6,2,0,5,4,No
E0221,36,2,Male,5,Single,8,Research & Development,Laboratory Technician,2,3,2,5914,Travel_Rarely,0,4,4,16,3,4,16,13,11,3,7,3,No
E0222,33,4,Female,4,Married,6,Research & Development,Research Scientist,1,2,2,2622,Travel_Rarely,0,4,3,21,4,3,7,3,2,1,1,3,No
E0223,37,3,Male,11,Divorced,1,Research & Development,Research Director,3,3,4,12185,Travel_Frequently,3,3,2,14,3,3,10,10,8,0,7,1,No
E0224,38,3,Male,3,Divorced,0,Sales,Sales Executive,3,3,3,10609,Travel_Rarely,2,3,1,12,3,2,17,16,10,5,13,6,No
E0225,31,4,Male,1,Married,0,Research & Development,Manufacturing Director,2,1,3,4345,Non-Travel,1,4,3,12,3,3,6,5,4,1,4,2,No
E0226,59,3,Male,3,Married,3,Research & Development,Research Scientist,1,2,4,2177,Travel_Rarely,1,1,3,17,3,3,7,1,0,0,0,6,No
E0227,37,4,Male,4,Divorced,4,Sales,Sales Representative,1,3,4,2793,Travel_Frequently,1,3,1,17,3,3,13,9,8,5,8,2,No
E0228,29,1,Female,1,Married,1,Sales,Sales Executive,3,3,4,7918,Travel_Frequently,1,4,2,14,3,,11,11,10,4,1,5,No
E0229,35,3,Female,1,Single,1,Sales,Sales Executive,3,3,3,8789,Travel_Frequently,0,1,3,14,3,4,10,10,7,0,8,3,No
E0230,29,1,Male,18,Single,1,Research & Development,Research Scientist,1,2,4,2389,Travel_Rarely,0,3,3,13,3,2,4,4,3,0,1,3,Yes
E0231,52,3,Female,2,Single,7,Research & Development,Laboratory Technician,1,2,4,3212,Travel_Rarely,0,2,3,15,3,2,6,2,2,2,2,3,No
E0232,42,2,Male,4,Married,1,Research & Development,Manager,5,3,4,19232,Travel_Rarely,0,4,3,11,3,3,22,22,17,11,15,3,No
E0233,59,2,Male,6,Married,8,Human Resources,Human Resources,1,3,3,2267,Travel_Rarely,0,4,2,17,3,2,7,2,2,2,2,2,No
E0234,50,4,Female,1,Divorced,3,Sales,Manager,5,3,,19517,Travel_Rarely,1,3,4,11,3,2,32,7,0,0,6,3,No
E0235,33,3,Male,14,Married,5,Research & Development,Laboratory Technician,1,3,4,2436,Travel_Rarely,1,3,3,13,3,1,8,5,4,0,4,2,Yes
E0236,43,3,Female,16,Married,5,Sales,Manager,4,3,4,16064,Travel_Rarely,1,3,4,22,4,3,22,17,13,1,9,3,No
E0237,33,2,Female,2,Married,7,Research & Development,Laboratory Technician,1,3,1,2707,Travel_Rarely,0,1,1,20,4,4,13,9,7,1,7,3,Yes
E0238,52,4,Male,2,Single,1,Sales,Manager,5,2,3,19068,Non-Travel,0,4,1,18,3,4,33,33,7,15,12,2,No
E0239,32,2,Female,4,Married,2,Sales,Sales Representative,1,3,2,3931,Travel_Rarely,1,1,3,11,3,3,6,4,3,1,2,5,No
E0240,32,3,Male,1,Single,0,Research & Development,Laboratory Technician,1,2,3,3730,Travel_Rarely,0,4,4,14,3,1,4,3,2,1,2,2,Yes
E0241,39,4,Female,1,Divorced,7,Research & Development,Laboratory Technician,1,3,3,2232,Travel_Rarely,3,3,3,14,3,3,7,3,2,1,2,1,No
E0242,32,4,Male,26,Married,0,Sales,Sales Executive,2,3,4,4465,Non-Travel,0,1,3,18,3,3,4,3,2,2,2,2,No
E0243,41,2,Male,19,Divorced,2,Research & Development,Research Scientist,2,3,1,3072,Travel_Rarely,2,1,3,16,3,2,17,1,0,0,0,2,No
E0244,40,2,Male,24,Divorced,1,Research & Development,Research Scientist,2,3,4,3319,Travel_Rarely,2,1,1,17,3,,9,9,8,4,7,3,No
E0245,45,3,Male,,Married,0,Research & Development,Manager,5,4,4,19202,Travel_Rarely,1,3,3,11,3,3,25,24,0,1,7,2,No
E0246,31,4,Male,3,Divorced,9,Research & Development,Research Director,3,3,3,13675,Travel_Frequently,1,1,2,12,3,3,9,2,2,2,2,3,No
E0247,33,4,Female,5,Married,1,Research & Development,Research Scientist,1,2,4,2911,Travel_Rarely,1,3,3,13,3,2,2,2,2,0,2,2,No
E0248,34,4,Male,2,Married,6,Research & Development,Manufacturing Director,2,2,1,5957,Travel_Rarely,1,2,4,13,3,3,13,11,9,5,9,3,No
E0249,37,2,Female,1,Married,2,Research & Development,Research Scientist,1,2,1,3920,Travel_Rarely,1,1,3,14,3,2,17,3,1,0,2,2,No
E0250,45,4,Male,7,Married,4,Research & Development,Manufacturing Director,2,4,3,6434,Travel_Frequently,1,4,1,17,3,3,9,3,2,0,2,1,No
E0251,37,3,Male,10,Divorced,6,Research & Development,Manufacturing Director,3,3,3,10048,Travel_Frequently,2,2,1,11,3,3,17,1,0,0,0,5,Yes
E0252,39,4,Female,2,Single,0,Research & Development,Healthcare Representative,3,3,3,10938,Travel_Frequently,0,4,3,25,4,3,20,19,6,11,8,1,No
E0253,29,3,Male,15,Single,1,Research & Development,Research Scientist,1,3,4,2340,Travel_Rarely,0,1,3,19,3,3,6,6,5,1,5,1,No
E0254,42,2,Female,17,Single,3,Research & Development,Research Scientist,2,4,1,6545,Travel_Rarely,0,3,4,13,3,3,10,3,2,0,2,1,No
E0255,29,2,Male,20,Divorced,2,Sales,Sales Executive,2,3,4,6931,Travel_Rarely,1,4,4,14,3,3,10,3,2,0,2,2,No
E0256,25,3,Female,1,Married,0,Research & Development,Manufacturing Director,2,3,3,4898,Travel_Rarely,2,4,1,12,3,3,5,4,2,1,2,3,No
E0257,42,3,Female,2,Divorced,0,Research & Development,Laboratory Technician,1,2,1,2593,Travel_Rarely,1,3,4,11,3,3,10,9,6,7,8,4,No
E0258,40,2,Male,2,Divorced,0,Research & Development,Research Director,5,3,,19436,Travel_Rarely,1,4,1,19,3,3,22,21,7,3,9,5,No
E0259,51,3,Male,1,Married,1,Research & Development,Research Scientist,1,3,4,2723,Travel_Rarely,0,2,3,11,3,2,1,1,0,0,0,0,No
E0260,31,2,Male,29,Single,0,Research & Development,Laboratory Technician,1,2,2,3479,Travel_Frequently,0,2,3,11,3,4,6,5,4,1,4,2,Yes
E0261,32,3,Male,7,Married,1,Research & Development,Laboratory Technician,1,4,2,2794,Travel_Frequently,0,3,2,20,4,,5,5,1,0,3,3,No
E0262,38,2,Male,2,Married,3,Sales,Sales Executive,2,2,4,5249,Non-Travel,1,4,4,18,3,3,13,8,7,7,5,0,No
E0263,32,1,Male,2,Single,4,Research & Development,Laboratory Technician,2,2,1,2176,Travel_Rarely,0,4,4,13,3,3,9,6,2,0,4,5,No
E0264,46,3,Female,2,Married,3,Sales,Manager,4,1,2,16872,Travel_Rarely,1,2,3,12,3,2,28,7,7,7,7,2,No
E0265,28,4,Male,2,Single,2,Research & Development,Laboratory Technician,1,3,3,3485,Travel_Rarely,0,3,1,11,3,1,5,0,0,0,0,5,Yes
E0266,29,3,0,2,Married,2,Sales,Sales Executive,2,2,2,6644,Travel_Rarely,2,2,1,19,3,3,10,0,0,0,0,2,No
E0267,31,3,Male,23,Married,0,Research & Development,Healthcare Representative,2,2,4,5582,Travel_Rarely,1,2,2,21,4,3,10,9,0,7,8,2,No
E0268,25,2,0,5,Divorced,1,Research & Development,Healthcare Representative,2,4,1,4000,Non-Travel,2,4,2,12,3,3,6,6,3,1,5,2,No
E0269,45,2,0,20,Married,0,Research & Development,Healthcare Representative,4,3,4,13496,Travel_Rarely,0,2,3,14,3,3,21,20,7,4,10,2,No
E0270,36,3,Male,6,Married,0,Research & Development,Laboratory Technician,1,3,4,3210,Travel_Rarely,1,3,4,11,3,3,16,15,13,10,11,4,No
E0271,55,3,Male,1,Single,0,Research & Development,Manager,5,3,1,19045,Travel_Rarely,0,3,4,14,3,3,37,36,10,4,13,2,No
E0272,47,4,Male,29,Married,1,Research & Development,Manager,3,3,2,11849,Non-Travel,1,4,1,12,3,2,10,10,7,9,9,2,Yes
E0273,28,3,Male,9,Married,1,Research & Development,Research Scientist,1,3,4,2070,Travel_Rarely,1,4,4,23,4,2,5,5,2,0,4,3,No
E0274,37,4,Male,6,Married,4,Sales,Sales Executive,2,3,4,6502,Travel_Rarely,1,2,3,14,3,4,7,5,4,0,1,5,No
E0275,21,2,Male,3,Single,1,Research & Development,Research Scientist,1,2,3,3230,Travel_Rarely,0,1,4,17,3,4,3,3,2,1,0,4,No
E0276,37,4,Female,1,Divorced,2,Research & Development,Research Director,3,3,4,13603,Non-Travel,2,1,1,18,3,,15,5,2,0,2,2,No
E0277,35,3,Female,22,Divorced,7,Research & Development,Manager,3,4,2,11996,Travel_Rarely,1,2,2,18,3,2,10,7,7,6,2,6,No
E0278,38,2,Female,7,Divorced,1,Sales,Sales Executive,2,4,1,5605,Travel_Rarely,1,3,1,24,4,3,8,8,0,7,7,3,No
E0279,26,3,Female,1,Divorced,1,Research & Development,Manufacturing Director,2,3,2,6397,Travel_Frequently,1,1,3,20,4,1,6,6,5,1,4,6,No
E0280,50,1,Male,,Divorced,3,Research & Development,Research Director,5,3,2,19144,Travel_Rarely,2,1,1,14,3,2,28,10,4,1,6,4,No
E0281,53,4,Male,3,Married,3,Research & Development,Research Director,4,3,3,17584,Travel_Rarely,3,4,3,16,3,2,21,5,3,1,3,5,No
E0282,42,1,Male,1,Married,1,Sales,Sales Executive,2,3,3,4907,Travel_Rarely,0,3,2,25,4,3,20,20,16,11,6,3,No
E0283,29,2,Male,2,Single,1,Sales,Sales Executive,2,3,4,4554,Travel_Frequently,0,1,2,18,3,2,10,10,7,0,9,3,No
E0284,55,2,Male,20,Married,3,Research & Development,Laboratory Technician,2,3,4,5415,Travel_Rarely,1,4,2,19,3,3,12,10,7,0,8,4,No
E0285,26,2,Male,11,Married,1,Research & Development,Healthcare Representative,2,3,1,4741,Travel_Frequently,1,3,1,13,3,3,5,5,3,3,3,3,No
E0286,37,3,Female,1,Single,1,Research & Development,Research Scientist,1,3,4,2115,Travel_Rarely,0,2,4,12,3,3,17,17,12,5,7,3,No
E0287,44,3,Male,24,Divorced,3,Research & Development,Laboratory Technician,1,3,3,3161,Travel_Frequently,1,4,4,22,4,1,19,1,0,0,0,0,Yes
E0288,38,4,Male,23,Divorced,9,Research & Development,Healthcare Representative,2,3,4,5745,Travel_Rarely,1,2,4,14,3,3,10,2,2,1,2,2,No
E0289,26,4,Male,16,Divorced,2,Research & Development,Laboratory Technician,1,3,2,2373,Travel_Rarely,1,4,1,13,3,3,5,3,2,0,2,2,Yes
E0290,28,2,Female,8,Single,1,Research & Development,Research Scientist,1,3,4,3310,Travel_Rarely,0,4,4,21,4,3,5,5,3,0,2,3,No
E0291,49,4,Female,10,Single,9,Research & Development,Research Director,5,3,1,18665,Travel_Frequently,0,4,3,11,3,,22,3,2,1,2,4,No
E0292,36,3,Male,3,Single,4,Research & Development,Research Scientist,2,3,2,4485,Travel_Rarely,0,4,3,12,3,3,10,8,0,7,7,2,No
E0293,31,3,Female,5,Divorced,1,Sales,Sales Representative,1,3,2,2789,Travel_Frequently,1,3,4,11,3,2,2,2,2,2,2,5,No
E0294,26,4,Male,4,Single,1,Sales,Sales Executive,2,2,4,5828,Travel_Rarely,0,2,4,12,3,3,8,8,7,7,4,0,Yes
E0295,37,3,Male,9,Married,1,Research & Development,Research Scientist,1,3,4,2326,Travel_Frequently,3,3,2,12,3,2,4,4,2,1,2,3,No
E0296,42,3,Female,26,Married,5,Sales,Sales Executive,4,3,-1,13525,Travel_Frequently,1,4,3,14,3,4,23,20,4,4,8,2,No
E0297,18,3,Male,3,Single,1,Research & Development,Laboratory Technician,1,3,3,1420,Travel_Rarely,0,3,3,13,3,3,0,0,0,0,0,2,Yes
E0298,35,3,Male,16,Married,0,Sales,Sales Executive,3,3,2,8020,Travel_Rarely,2,3,3,15,3,2,12,11,9,6,9,3,No
E0299,36,4,Male,18,Married,4,Research & Development,Laboratory Technician,1,4,4,3688,Travel_Frequently,2,4,3,18,3,3,4,1,0,0,0,2,No
E0300,51,3,Male,2,Divorced,5,Research & Development,Manufacturing Director,2,1,2,5482,Travel_Rarely,1,4,4,18,3,3,13,4,1,1,2,3,No
E0301,41,4,Male,2,Single,1,Sales,Manager,4,3,2,16015,Travel_Rarely,0,2,4,19,3,3,22,22,10,0,4,2,No
E0302,18,3,Female,10,Single,1,Sales,Sales Representative,1,2,3,1200,Travel_Rarely,0,1,4,12,3,3,0,0,0,0,0,2,No
E0303,28,2,Male,16,Single,0,Research & Development,Healthcare Representative,2,4,1,5661,Travel_Rarely,0,3,2,19,3,3,9,8,3,0,7,2,No
E0304,31,3,Male,7,Married,4,Sales,Sales Executive,2,4,4,6929,Travel_Rarely,1,2,2,11,3,2,10,8,7,7,7,3,No
E0305,39,3,Male,1,Divorced,0,Research & Development,Healthcare Representative,3,4,4,9613,Travel_Rarely,3,1,3,17,3,2,19,18,10,3,7,5,No
E0306,36,4,Female,24,Married,7,Research & Development,Laboratory Technician,2,3,2,5674,Non-Travel,1,3,2,15,3,3,11,9,8,0,8,3,No
E0307,32,3,Male,7,Married,1,Sales,Sales Executive,2,2,3,5484,Travel_Rarely,1,3,4,14,3,2,13,13,8,4,8,3,No
E0308,38,2,Female,25,Married,3,Research & Development,Research Director,3,2,2,12061,Travel_Rarely,1,3,1,17,3,3,19,10,8,0,1,2,No
E0309,58,4,Male,1,Divorced,2,Research & Development,Healthcare Representative,2,1,3,5660,Non-Travel,1,4,4,13,3,3,12,5,3,1,2,2,No
E0310,31,4,Male,5,Married,0,Research & Development,Research Scientist,1,3,4,4821,Travel_Rarely,1,3,3,12,3,3,6,5,2,0,3,4,No
E0311,31,3,Male,2,Married,3,Human Resources,Human Resources,2,2,1,6410,Travel_Rarely,0,4,1,12,3,3,9,2,2,1,0,1,No
E0312,45,3,Male,,Divorced,1,Research & Development,Laboratory Technician,3,3,1,5210,Travel_Frequently,1,1,1,18,3,3,24,24,9,9,11,2,No
E0313,31,4,Male,2,Divorced,0,Research & Development,Research Scientist,1,3,4,2695,Travel_Rarely,1,2,3,18,3,1,3,2,2,2,2,2,No
E0314,33,4,Female,5,Married,6,Research & Development,Manager,3,3,2,11878,Travel_Frequently,2,2,4,11,3,3,12,10,6,8,8,2,No
E0315,39,1,Male,10,Married,1,Research & Development,Manager,4,3,1,17068,Travel_Rarely,0,4,3,14,3,3,21,21,9,11,10,3,No
E0316,43,4,Female,10,Single,0,Research & Development,Laboratory Technician,1,3,4,2455,Travel_Frequently,0,1,3,19,3,3,9,8,7,1,7,5,No
E0317,49,2,Female,1,Single,7,Research & Development,Healthcare Representative,4,2,,13964,Travel_Rarely,0,4,3,12,3,3,25,7,1,0,7,2,No
E0318,52,4,Male,8,Married,2,Research & Development,Research Scientist,2,2,2,4941,Travel_Rarely,0,1,3,15,3,2,11,8,2,7,7,3,Yes
E0319,27,3,Female,5,Single,1,Research & Development,Research Scientist,1,3,2,2478,Travel_Rarely,0,2,3,12,3,2,4,4,3,1,2,2,No
E0320,32,2,Female,8,Married,1,Sales,Sales Executive,2,2,2,5228,Travel_Rarely,0,4,3,11,3,3,13,13,12,11,9,2,No
E0321,27,3,Male,2,Single,1,Sales,Sales Executive,2,3,3,4478,Travel_Rarely,0,1,4,11,3,3,5,5,4,0,4,3,No
E0322,31,3,Male,7,Divorced,4,Sales,Sales Executive,2,3,4,7547,Travel_Rarely,3,4,4,12,3,3,13,7,7,1,7,3,No
E0323,32,4,Female,2,Single,7,Research & Development,Research Scientist,2,4,4,5055,Travel_Rarely,0,3,1,16,3,2,10,7,7,0,7,0,No
E0324,28,4,Male,2,Married,5,Research & Development,Research Scientist,1,1,4,3464,Travel_Rarely,0,4,1,13,3,2,5,3,2,2,2,4,Yes
E0325,30,2,Female,28,Married,1,Research & Development,Research Scientist,2,3,4,5775,Travel_Rarely,2,4,4,13,3,3,11,10,8,1,9,2,No
E0326,31,2,Female,7,Married,1,Research & Development,Manufacturing Director,3,2,3,8943,Travel_Frequently,1,1,3,24,4,3,10,10,9,8,9,2,No
E0327,39,2,Male,7,Married,1,Research & Development,Manager,5,2,4,19272,Travel_Frequently,1,1,3,15,3,3,21,21,9,13,3,2,No
E0328,39,2,Female,3,Married,4,Sales,Sales Executive,2,3,3,5238,Travel_Rarely,0,1,4,18,3,2,12,1,0,0,0,3,Yes
E0329,33,3,Male,10,Single,3,Sales,Sales Executive,2,2,4,4682,Travel_Frequently,0,3,2,14,3,2,9,7,7,0,1,6,No
E0330,47,5,Male,5,Married,4,Research & Development,Research Director,5,3,3,18300,Travel_Rarely,1,2,4,11,3,3,21,3,2,1,1,2,No
E0331,43,4,Female,10,Divorced,1,Research & Development,Laboratory Technician,2,2,3,5257,Travel_Frequently,1,2,3,11,3,4,9,9,7,0,0,3,No
E0332,27,1,Male,1,Married,0,Sales,Sales Executive,2,3,,6349,Non-Travel,1,4,3,13,3,3,6,5,4,1,4,0,No
E0333,54,4,Female,20,Single,3,Research & Development,Research Scientist,2,3,3,4869,Travel_Frequently,0,4,4,12,3,2,20,4,3,0,3,4,No
E0334,43,3,Female,7,Married,8,Research & Development,Healthcare Representative,3,3,1,9985,Travel_Rarely,1,1,3,16,3,2,10,1,0,0,0,1,No
E0335,45,4,Male,8,Married,9,Research & Development,Research Scientist,2,3,4,3697,Travel_Rarely,2,1,4,14,3,3,12,10,9,9,8,3,No
E0336,40,2,Male,1,Married,2,Sales,Sales Executive,2,1,4,7457,Travel_Rarely,3,3,2,22,4,2,6,4,3,0,2,2,No
E0337,29,4,Male,8,Married,1,Research & Development,Laboratory Technician,1,1,1,2119,Travel_Rarely,0,4,2,11,3,2,7,7,7,0,7,4,Yes
E0338,29,5,Male,9,Single,0,Research & Development,Laboratory Technician,1,2,4,3983,Travel_Rarely,0,3,2,17,3,3,4,3,2,2,2,2,No
E0339,30,3,Female,5,Divorced,1,Sales,Sales Executive,2,2,3,6118,Travel_Rarely,3,3,4,13,3,3,10,10,9,1,2,2,No
E0340,27,4,Female,,Married,1,Sales,Sales Executive,2,3,2,6214,Travel_Rarely,1,1,2,18,3,3,8,8,7,0,7,3,No
E0341,37,2,Male,5,Divorced,7,Research & Development,Manufacturing Director,2,3,4,6347,Travel_Rarely,2,3,4,16,3,2,8,6,2,0,4,2,No
E0342,38,2,Male,15,Divorced,0,Research & Development,Research Director,3,2,4,11510,Travel_Rarely,1,2,3,14,3,3,12,11,10,2,9,3,No
E0343,31,4,Female,7,Single,1,Research & Development,Manufacturing Director,3,3,4,7143,Travel_Rarely,0,3,3,14,3,2,11,11,9,4,10,2,No
E0344,29,1,Female,10,Divorced,1,Sales,Sales Executive,2,2,2,8268,Travel_Rarely,2,1,4,14,3,3,7,7,7,1,7,2,No
E0345,35,4,Male,5,Single,0,Research & Development,Manufacturing Director,3,3,2,8095,Travel_Rarely,0,4,3,13,3,3,17,16,6,0,13,5,No
E0346,23,1,Male,26,Divorced,1,Research & Development,Research Scientist,1,3,4,2904,Travel_Rarely,2,3,3,12,3,2,4,4,2,0,2,2,No
E0347,41,3,Male,6,Single,6,Research & Development,Manufacturing Director,2,2,2,6032,Travel_Rarely,0,4,4,15,3,3,8,5,4,1,2,3,No
E0348,47,1,Male,4,Single,3,Sales,Sales Representative,2,3,3,2976,Travel_Frequently,0,1,2,19,3,3,5,0,0,0,0,3,No
E0349,42,5,Female,23,Single,2,Research & Development,Research Director,4,3,,15992,Travel_Rarely,0,2,1,14,3,3,16,1,0,0,0,2,No
E0350,29,3,Male,2,Married,1,Sales,Sales Executive,2,3,3,4649,Non-Travel,1,1,4,14,3,2,4,4,3,0,2,3,No
E0351,42,1,Male,2,Divorced,0,Human Resources,Human Resources,1,3,3,2696,Travel_Rarely,1,3,3,11,3,3,4,3,2,1,0,5,No
E0352,32,3,Female,2,Married,1,Research & Development,Laboratory Technician,1,3,2,2370,Travel_Rarely,1,3,3,13,3,3,8,8,0,0,7,4,No
E0353,48,1,Female,29,Married,3,Sales,Manager,3,3,3,12504,Travel_Rarely,1,2,1,21,4,1,15,0,0,0,0,3,No
E0354,37,3,Male,6,Divorced,4,Research & Development,Research Scientist,2,4,1,5974,Travel_Rarely,2,1,3,13,3,3,13,7,7,6,7,2,No
E0355,30,2,Female,25,Married,7,Sales,Sales Executive,2,3,3,4736,Non-Travel,1,2,4,12,3,4,4,2,2,2,2,2,No
E0356,26,3,Male,1,Married,1,Sales,Sales Executive,2,3,3,5296,Travel_Rarely,1,2,3,17,3,3,8,8,7,7,7,3,No
E0357,42,4,Male,2,Single,3,Research & Development,Healthcare Representative,2,2,4,6781,Travel_Rarely,0,2,1,23,4,,14,1,0,0,0,6,No
E0358,21,1,Female,1,Single,1,Sales,Sales Representative,1,2,2,2174,Travel_Frequently,0,3,1,11,3,3,3,3,2,1,2,3,Yes
E0359,36,5,Female,1,Single,4,Sales,Sales Executive,2,3,4,6653,Non-Travel,0,2,4,15,3,3,7,1,0,0,0,6,No
E0360,36,4,Male,3,Married,4,Sales,Sales Executive,3,2,4,9699,Travel_Frequently,1,1,1,11,3,3,16,13,9,1,12,2,No
E0361,57,4,Male,1,Married,2,Research & Development,Healthcare Representative,2,3,3,6755,Travel_Rarely,0,3,4,11,3,3,15,3,2,1,2,2,No
E0362,40,4,Female,10,Married,3,Research & Development,Laboratory Technician,1,4,3,2213,Travel_Rarely,1,3,4,13,3,3,10,7,7,1,7,3,No
E0363,21,2,Male,9,Single,1,Sales,Sales Representative,1,3,4,2610,Non-Travel,0,3,1,24,4,2,3,3,2,2,2,3,No
